project_id,project_name,methodology,region,voluntary_registry,project_type_from_the_registry,project_developer,arb_wa_project,project_type
VCS2808,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-044,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves
VCS2809,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-045,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves
VCS2810,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-046,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves
VCS2811,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-047,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves
VCS2812,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-048,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves
VCS2814,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-050,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves
VCS2816,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-052,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves
VCS2817,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-053,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves
VCS2818,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-054,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves
VCS2819,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-055,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves
VCS2820,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-056,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves
VCS2821,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-057,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves
VCS2823,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-058,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves
VCS2824,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-059,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves
VCS2825,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-006,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves
VCS2827,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-008,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves
VCS2828,Improved Cooking Stove Programme in Burundi,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Sub-Saharan Africa,VCS,Energy demand,POWA S.A,No,Cookstoves
VCS2829,The Dutch CowCredit project: A dutch dairy initiative to reduce methane from enteric fermentation,VM0041 Methodology for the Reduction of Enteric Methane Emissions from Ruminants through the Use of Feed Ingredients,Europe,VCS,"Livestock, enteric fermentation, and manure management",MOOTRAL SA,No,Feed Additives
VCS2831,SHANDONG LIJIN BREEDING SWINE FARM BIOGAS RECOVERY PROJECT,AMS-III.D. Methane recovery in animal manure management systems,Eastern Asia,VCS,Waste handling and disposal,"Lijin Huayu Breeding Swine Co., Ltd.",No,Manure Methane Digester
VCS2833,Grouped Reforestation Project by Cropzone Agro Forestry Private Limited,AR-ACM0003 Afforestation and reforestation of lands except wetlands,Southern Asia,VCS,Agriculture Forestry and Other Land Use,CropZone Agro Forestry Private Limited,No,Afforestation/Reforestation
VCS2834,"Mangrove Restoration Project with Sine Saloum and Casamance communities, Senegal",AR-AM0014 Afforestation and reforestation of degraded mangrove habitats,Sub-Saharan Africa,VCS,Agriculture Forestry and Other Land Use,WeForest ASBL,No,Wetland Restoration
VCS2835,MicroEnergy Credits – Microfinance for Clean Energy Product Lines – Africa – Solar Lamps & Efficient cook stoves – 10341 –CPA - 0001,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass;AMS-III.AR. Substituting fossil fuel based lighting with LED/CFL lighting systems,Sub-Saharan Africa,VCS,Energy industries (renewable/non-renewable sources),MicroEnergy Credits Corp,No,Bundled Energy Efficiency
VCS2836,MicroEnergy Credits – Microfinance for Clean Energy Product Lines – Africa – Solar Lamps & Efficient cook stoves – 10341 –CPA - 0002,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass;AMS-III.AR. Substituting fossil fuel based lighting with LED/CFL lighting systems,Sub-Saharan Africa,VCS,Energy demand; Energy industries (renewable/non-renewable sources),MicroEnergy Credits Corp,No,Bundled Energy Efficiency
VCS2837,MicroEnergy Credits – Microfinance for Clean Energy Product Lines – Africa – Solar Lamps & Efficient cook stoves – 10341 –CPA - 0003,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass;AMS-III.AR. Substituting fossil fuel based lighting with LED/CFL lighting systems,Sub-Saharan Africa,VCS,Energy demand; Energy industries (renewable/non-renewable sources),MicroEnergy Credits Corp,No,Bundled Energy Efficiency
VCS2838,MicroEnergy Credits – Microfinance for Clean Energy Product Lines – Africa – Solar Lamps & Efficient cook stoves – 10341 –CPA - 0004,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass;AMS-III.AR. Substituting fossil fuel based lighting with LED/CFL lighting systems,Sub-Saharan Africa,VCS,Energy demand; Energy industries (renewable/non-renewable sources),MicroEnergy Credits Corp,No,Bundled Energy Efficiency
VCS2839,MicroEnergy Credits – Microfinance for Clean Energy Product Lines – Africa – Solar Lamps & Efficient cook stoves – 10341 –CPA - 0005,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass;AMS-III.AR. Substituting fossil fuel based lighting with LED/CFL lighting systems,Sub-Saharan Africa,VCS,Energy demand; Energy industries (renewable/non-renewable sources),MicroEnergy Credits Corp,No,Bundled Energy Efficiency
VCS2840,Nanzhao County MSW Landfill Site LFG Pollution Treatment and Comprehensive Utilization Project,ACM0001 Flaring or use of landfill gas,Eastern Asia,VCS,Energy industries (renewable/non-renewable sources); Waste handling and disposal,"Henan BCCY Environmental Energy CO.,LTD.",No,Landfill Methane
VCS2841,The Central Europe CowCredit project: A dairy initiative to reduce methane from enteric fermentation in Central Europe,VM0041 Methodology for the Reduction of Enteric Methane Emissions from Ruminants through the Use of Feed Ingredients,Europe,VCS,"Livestock, enteric fermentation, and manure management",MOOTRAL SA,No,Feed Additives
VCS2842,Restoring Mangroves in Mexico's Blue Carbon Ecosystems,VM0033 Methodology for Tidal Wetland and Seagrass Restoration,Latin America and the Caribbean,VCS,Agriculture Forestry and Other Land Use,BlueMX Mangrove A.C.,No,Wetland Restoration
VCS2843,QianJin Adjusted Water Management in Rice Cultivation,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,Eastern Asia,VCS,Agriculture Forestry and Other Land Use,"Guizhou Zhongjian'yangchen Energy Investment Co., Ltd.",No,Rice Emission Reductions
VCS2844,Tanghe AMMS GHG Mitigation Project,ACM0010 GHG emission reductions from manure management systems,Eastern Asia,VCS,"Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal","Muyuan Foods Co., Ltd.",No,Manure Methane Digester
VCS2846,FSW AMMS GHG Mitigation Project in Nanyang City,ACM0010 GHG emission reductions from manure management systems,Eastern Asia,VCS,"Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal","Muyuan Foods Co., Ltd.",No,Manure Methane Digester
VCS2847,JinNa Adjusted Water Management in Rice Cultivation,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,Eastern Asia,VCS,Agriculture Forestry and Other Land Use,"Guizhou Zhongjian'yangchen Energy Investment Co., Ltd.",No,Rice Emission Reductions
VCS2848,Taikefeng Composting Project in Gaomi City,AMS-III.D. Methane recovery in animal manure management systems;AMS-III.F. Avoidance of methane emissions through composting,Eastern Asia,VCS,Waste handling and disposal,"Gaomi Nanyang Taikefeng Environmental Protection Techonology Co., Ltd.",No,Composting
VCS2849,Bohui Adjusted Water Management in Rice Cultivation,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,Eastern Asia,VCS,Agriculture Forestry and Other Land Use,"Guizhou Xinzhanxin Agricultural Technology Co., Ltd.",No,Rice Emission Reductions
VCS2850,Chishui Adjusted Water Management in Rice Cultivation,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,Eastern Asia,VCS,Agriculture Forestry and Other Land Use,"Guizhou Xinzhanxin Agricultural Technology Co., Ltd.",No,Rice Emission Reductions
VCS2851,Xihuai Adjusted Water Management in Rice Cultivation,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,Eastern Asia,VCS,Agriculture Forestry and Other Land Use,"Guizhou Xinzhanxin Agricultural Technology Co., Ltd.",No,Rice Emission Reductions
VCS2852,Xinjiang Burqin Improved Grassland Management Project,VM0026 Methodology for Sustainable Grassland Management (SGM),Eastern Asia,VCS,Agriculture Forestry and Other Land Use,Burqin Jinhua Urban Construction and Investment Co.Ltd.,No,Sustainable Grassland Management
VCS2853,Yufeng Adjusted Water Management in Rice Cultivation,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,Eastern Asia,VCS,Agriculture Forestry and Other Land Use,"Guizhou Xinzhanxin Agricultural Technology Co., Ltd.",No,Rice Emission Reductions
VCS2854,Hongmei Adjusted Water Management in Rice Cultivation,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,Eastern Asia,VCS,Agriculture Forestry and Other Land Use,"Guizhou Xinzhanxin Agricultural Technology Co., Ltd.",No,Rice Emission Reductions
VCS2855,Zhengtongsui Adjusted Water Management in Rice Cultivation,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,Eastern Asia,VCS,Agriculture Forestry and Other Land Use,"Guizhou Xinzhanxin Agricultural Technology Co., Ltd.",No,Rice Emission Reductions
VCS2857,Integrated REDD+ Project in Zambia,VM0015 Methodology for Avoided Unplanned Deforestation,Sub-Saharan Africa,VCS,Agriculture Forestry and Other Land Use,Kanaka Management Services Private Limited,No,REDD+
VCS2859,Jingbian County MSW landfill site LFG pollution treatment and  comprehensive utilization project,AMS-I.D. Grid connected renewable electricity generation;AMS-III.G. Landfill methane recovery,Eastern Asia,VCS,Energy industries (renewable/non-renewable sources); Waste handling and disposal,"Henan BCCY Environmental Energy CO.,LTD.",No,Landfill Methane
VCS2860,Dak Lak Wastewater Treatment with Biogas System and Methane Recovery,AMS-III.H. Methane recovery in wastewater treatment,South-Eastern Asia,VCS,Waste handling and disposal,Multiple Proponents,No,Methane Recovery in Wastewater
VCS2862,Wuyang domestic waste treatment plant domestic waste landfill gas (biogas) pollution control and comprehensive utilization project,AMS-I.D. Grid connected renewable electricity generation;AMS-III.G. Landfill methane recovery,Eastern Asia,VCS,Energy industries (renewable/non-renewable sources); Waste handling and disposal,"Henan BCCY Environmental Energy CO.,LTD.",No,Landfill Methane
VCS2863,Xinmi urban domestic waste gas harmless treatment and comprehensive utilization project,ACM0001 Flaring or use of landfill gas,Eastern Asia,VCS,Energy industries (renewable/non-renewable sources); Waste handling and disposal,"Henan BCCY Environmental Energy CO.,LTD.",No,Landfill Methane
VCS2864,Xuancheng Composting Project Phase I,AMS-III.D. Methane recovery in animal manure management systems;AMS-III.F. Avoidance of methane emissions through composting,Eastern Asia,VCS,"Livestock, enteric fermentation, and manure management; Waste handling and disposal","Xuancheng Nanyang Biotechnology Co., Ltd",No,Composting
VCS2866,Xuan Cheng Composting Project Phase II,AMS-III.D. Methane recovery in animal manure management systems;AMS-III.F. Avoidance of methane emissions through composting,Eastern Asia,VCS,"Livestock, enteric fermentation, and manure management; Waste handling and disposal","Xuancheng Nanyang Biotechnology Co., Ltd",No,Composting
VCS2867,Sustainable Agricultural Land Management Project by Om Organic  Cotton,VM0017 Adoption of Sustainable Agricultural Land Management,Southern Asia,VCS,Agriculture Forestry and Other Land Use,Om Organic Cotton Pvt. Ltd.,No,Sustainable Agriculture
VCS2868,Women led cleaner cooking initiative in Odisha,VMR0006 Energy Efficiency and Fuel Switch Measures in Thermal Applications,Southern Asia,VCS,Energy demand,SDG 13 Ventures Pte. Ltd.,No,Cookstoves
VCS2870,Gairova REDD+ Project,VM0015 Methodology for Avoided Unplanned Deforestation,Latin America and the Caribbean,VCS,Agriculture Forestry and Other Land Use,Multiple Proponents,No,REDD+
VCS2873,Caelus Grouped Project,VM0003 Methodology for Improved Forest Management through Extension of Rotation Age,Latin America and the Caribbean,VCS,Agriculture Forestry and Other Land Use,NFC Green SpA,No,Improved Forest Management
VCS2874,Proventus Grouped Project,AR-ACM0003 Afforestation and reforestation of lands except wetlands,Latin America and the Caribbean,VCS,Agriculture Forestry and Other Land Use,NFC Green SpA,No,Afforestation/Reforestation
