project_id,project_name,voluntary_registry,voluntary_status,reduction_removal,project_type_from_the_registry,region,country,state,project_site_location,project_developer,arborwaproject,arb_project_type,version_string,arb_harmonized_methodology,car_harmonized_methodology,methodology_protocol,harmonized_methodology_protocol,fully_harmonized_methodology_protocol,rule_based_type_mapping_list,rule_based_type_mapping_first,vrod_v11_type
VCS219,"Lealena 1, Utilization of Coal-Mine-Methane",VCS,Registered,,Mining/mineral production,,Germany,,,,No,,,,,nan,,nan,"[(131, 'Mine Methane Capture')]",Mine Methane Capture,Mine Methane Capture
VCS220,"Her Mont, Utilization of Coal-Mine-Methane",VCS,Registered,,"Fugitive emissions from fuels (solid, oil and gas)",,Germany,,,,No,,,,,nan,,nan,[],,Mine Methane Capture
VCS221,Utilization of Coal-Mine-Methane Hugo 1/4,VCS,Registered,,Mining/mineral production,,Germany,,,,No,,,,,nan,,nan,"[(131, 'Mine Methane Capture')]",Mine Methane Capture,Mine Methane Capture
VCS222,"Rossenray, Utilization of Coal-Mine-Methane",VCS,Registered,,Mining/mineral production,,Germany,,,,No,,,,,nan,,nan,"[(131, 'Mine Methane Capture')]",Mine Methane Capture,Mine Methane Capture
VCS223,"Victoria 1/2, Utilization of Coal-Mine-Methane",VCS,Registered,,Mining/mineral production,,Germany,,,,No,,,,,nan,,nan,"[(131, 'Mine Methane Capture')]",Mine Methane Capture,Mine Methane Capture
VCS1213,"BIOMASS BASED COGENERATION PROJECT BY SSA INTERNATIONAL LIMITED AT HARYANA, INDIA",VCS,Late to verify,,Energy industries (renewable/non-renewable sources),Asia,India,,,,No,,,,,AMS-I.C.,AMS-I.C. Thermal energy production with or without electricity,AMS-I.C. Thermal energy production with or without electricity,[],,Biomass
VCS1217,Electricity Generation through Wind Power by SRHHL,VCS,Registered,,Energy industries (renewable/non-renewable sources),Asia,India,,,,No,,,,,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,AMS-I.D. Grid connected renewable electricity generation,[],,Wind
VCS957,"Wind energy project by Hindustan Spinners in Tamilnadu, India.",VCS,Registered,,Energy industries (renewable/non-renewable sources),Asia,India,,,,No,,,,,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,AMS-I.D. Grid connected renewable electricity generation,[],,Wind
VCS1198,Pembelik Hydro Electricity Power Plant,VCS,Registered,,Energy industries (renewable/non-renewable sources),Middle East,Turkey,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,"[(12, 'Hydropower')]",Hydropower,Hydropower
VCS964,"Uzundere I 63.0 MW Hydroelectric Power Plant Project, Turkey",VCS,Registered,,Energy industries (renewable/non-renewable sources),Middle East,Turkey,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,"[(12, 'Hydropower')]",Hydropower,Hydropower
VCS966,Tecamac EcoMethane Landfill Gas to Energy Project,VCS,Late to verify,,Energy industries (renewable/non-renewable sources),Latin America,Mexico,,,,No,,,,,ACM0001,ACM0001 Flaring or use of landfill gas,ACM0001 Flaring or use of landfill gas,"[(160, 'Landfill Methane')]",Landfill Methane,Landfill Methane
VCS968,Sungai Kerling Hydropower Plant,VCS,Registered,,Energy industries (renewable/non-renewable sources),Asia,Malaysia,,,,No,,,,,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,AMS-I.D. Grid connected renewable electricity generation,"[(13, 'Hydropower')]",Hydropower,Hydropower
VCS969,Qingdao Longxin Wind Power Project Phase I,VCS,Crediting Period Renewal Requested,,Energy industries (renewable/non-renewable sources),Asia,China,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,[],,Wind
VCS970,Liaoning Guben Wind Power Project,VCS,Late to verify,,Energy industries (renewable/non-renewable sources),Asia,China,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,[],,Wind
VCS971,Dak Srong 2 Hydropower Project,VCS,Registered,,Energy industries (renewable/non-renewable sources),Asia,Viet Nam,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,"[(12, 'Hydropower')]",Hydropower,Hydropower
VCS978,Sichuan Guang¡¯an Cement Waste-Heat Power Project,VCS,Late to verify,,Energy industries (renewable/non-renewable sources); Manufacturing industries,Asia,China,,,,No,,,,,ACM0012,ACM0012 Waste energy recovery,ACM0012 Waste energy recovery,"[(120, 'Waste Heat Recovery')]",Waste Heat Recovery,Waste Heat Recovery
VCS979,Guizhou Anshun 18MW Cement Waste-heat Power Project,VCS,Late to verify,,Energy industries (renewable/non-renewable sources); Manufacturing industries,Asia,China,,,,No,,,,,ACM0012,ACM0012 Waste energy recovery,ACM0012 Waste energy recovery,"[(120, 'Waste Heat Recovery')]",Waste Heat Recovery,Waste Heat Recovery
VCS990,"MRTS SBASE, Argentina",VCS,Late to verify,,Transport,Latin America,Argentina,,,,No,,,,,ACM0016,ACM0016 Mass Rapid Transit Projects,ACM0016 Mass Rapid Transit Projects,"[(27, 'Mass Transit')]",Mass Transit,Mass Transit
VCS991,Liaoning Changqing Cement 9MW Waste Heat Power Project,VCS,Late to verify,,Manufacturing industries,Asia,China,,,,No,,,,,ACM0012,ACM0012 Waste energy recovery,ACM0012 Waste energy recovery,"[(120, 'Waste Heat Recovery')]",Waste Heat Recovery,Waste Heat Recovery
VCS997,Xinjiang Kaiduhe River Chahan Wusu Hydropower Project,VCS,Late to verify,,Energy industries (renewable/non-renewable sources),Asia,China,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,"[(12, 'Hydropower')]",Hydropower,Hydropower
VCS1007,"Karakus Hydropower Plant, Turkey",VCS,Late to verify,,Energy industries (renewable/non-renewable sources),Asia,Turkey,,,,No,,,,,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,AMS-I.D. Grid connected renewable electricity generation,"[(13, 'Hydropower')]",Hydropower,Hydropower
VCS1008,"Yaprak-II Hydropower Plant, Turkey",VCS,Verification approval requested,,Energy industries (renewable/non-renewable sources),Asia,Turkey,,,,No,,,,,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,AMS-I.D. Grid connected renewable electricity generation,"[(13, 'Hydropower')]",Hydropower,Hydropower
VCS1009,"Yaprak-I Hydropower Plant, Turkey",VCS,Verification approval requested,,Energy industries (renewable/non-renewable sources),Asia,Turkey,,,,No,,,,,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,AMS-I.D. Grid connected renewable electricity generation,"[(13, 'Hydropower')]",Hydropower,Hydropower
VCS1010,"Umut-III Hydropower Plant, Turkey",VCS,Crediting Period Renewal Request Denied,,Energy industries (renewable/non-renewable sources),Asia,Turkey,,,,No,,,,,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,AMS-I.D. Grid connected renewable electricity generation,"[(13, 'Hydropower')]",Hydropower,Hydropower
VCS1011,"Umut-II Hydropower Plant, Turkey",VCS,Verification approval requested,,Energy industries (renewable/non-renewable sources),Asia,Turkey,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,"[(12, 'Hydropower')]",Hydropower,Hydropower
VCS1013,"Basak Hydropower Plant, Turkey",VCS,Verification approval requested,,Energy industries (renewable/non-renewable sources),Asia,Turkey,,,,No,,,,,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,AMS-I.D. Grid connected renewable electricity generation,"[(13, 'Hydropower')]",Hydropower,Hydropower
VCS1016,"CE TECHNOLOGY FUEL SWITCH FOR CLEANROOM GLOVE INDUSTRY PROJECT, TAIPING",VCS,Late to verify,,Energy industries (renewable/non-renewable sources),Asia,Malaysia,,,,No,,,,,AMS-I.C.,AMS-I.C. Thermal energy production with or without electricity,AMS-I.C. Thermal energy production with or without electricity,[],,Biomass
VCS1021,Grid Connected Wind Power Project by M/s. D. J. Malpani in Rajasthan,VCS,Registered,,Energy industries (renewable/non-renewable sources),Asia,India,,,,No,,,,,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,AMS-I.D. Grid connected renewable electricity generation,[],,Wind
VCS1025,"KVSSSKL Co-generation Power Plant at Satara District, Maharashtra",VCS,Under validation,,Energy industries (renewable/non-renewable sources),Asia,India,,,,No,,,,,ACM0006,ACM0006 Electricity and heat generation from biomass,ACM0006 Electricity and heat generation from biomass,"[(3, 'Biomass')]",Biomass,Biomass
VCS1018,Wind power project in Tamil Nadu by SWPPL,VCS,Registered,,Energy industries (renewable/non-renewable sources),Asia,India,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,[],,Wind
VCS1030,"Fuel Switch to Renewable Biomass for Thermal Use at Metrolina Greenhouses, Inc. Commercial Greenhouse Facility",VCS,Late to verify,,Energy industries (renewable/non-renewable sources),North America,United States,,,,No,,,,,AMS-I.C.,AMS-I.C. Thermal energy production with or without electricity,AMS-I.C. Thermal energy production with or without electricity,[],,Biomass
VCS1032,Xundian Jinfeng 12.6MW Hydropower Project,VCS,Registered,,Energy industries (renewable/non-renewable sources),Asia,China,,,,No,,,,,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,AMS-I.D. Grid connected renewable electricity generation,"[(13, 'Hydropower')]",Hydropower,Hydropower
VCS1033,Hubei Dangyang 25MW Biomass Power Project,VCS,Late to verify,,Energy industries (renewable/non-renewable sources),Asia,China,,,,No,,,,,ACM0006,ACM0006 Electricity and heat generation from biomass,ACM0006 Electricity and heat generation from biomass,"[(3, 'Biomass')]",Biomass,Biomass
VCS1034,Inner Mongolia Wutaohai South Phase II Wind Power Project,VCS,Late to verify,,Energy industries (renewable/non-renewable sources),Asia,China,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,[],,Wind
VCS1037,"Guazhou Beidaqiao No.1 Wind Farm Project in Gansu Province, China",VCS,Registered,,Energy industries (renewable/non-renewable sources),Asia,China,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,[],,Wind
VCS1039,AES Saurashtra Windfarms,VCS,Registered,,Energy industries (renewable/non-renewable sources),Asia,India,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,[],,Wind
VCS1045,"Wind Power Project at Rajkot, Gujarat",VCS,Registered,,Energy industries (renewable/non-renewable sources),Asia,India,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,[],,Wind
VCS1046,PORTLAND POZZOLANA AND LIMESTONE “BLENDED CEMENT” AT LAFARGE CEMENT SYRIA,VCS,Under validation,,Manufacturing industries,Middle East,Syrian Arab Republic,,,,No,,,,,ACM0005,ACM0005 Increasing the blend in cement production,ACM0005 Increasing the blend in cement production,[],,Energy Efficiency
VCS1048,NATIONAL CARBON TRADING PROJECT FOR WEATHERIZATION OF LOW-INCOME DWELLINGS,VCS,Under development,,Energy industries (renewable/non-renewable sources),North America,United States,,,,No,,,,,VM0008,VM0008 Weatherization of Single-Family and Multi-Family Buildings,VM0008 Weatherization of Single-Family and Multi-Family Buildings,"[(157, 'Weatherization')]",Weatherization,Weatherization
VCS1049,Heilongjiang Bianfushan Wind Power Project,VCS,Registered,,Energy industries (renewable/non-renewable sources),Asia,China,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,[],,Wind
VCS1051,Heilongjiang Wangyunfeng Wind Power Project,VCS,Registered,,Energy industries (renewable/non-renewable sources),Asia,China,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,[],,Wind
VCS1057,Guangxi Qiaogong Hydropower Project,VCS,Withdrawn,,Energy industries (renewable/non-renewable sources),Asia,China,,,,No,,,,,ACM0001;ACM0002,ACM0001 Flaring or use of landfill gas;ACM0002 Grid-connected electricity generation from renewable sources,ACM0001 Flaring or use of landfill gas;ACM0002 Grid-connected electricity generation from renewable sources,"[(160, 'Landfill Methane'), (12, 'Hydropower')]",Landfill Methane;Hydropower,Hydropower
VCS1058,Clean Energy Project in the State of Tamil Nadu,VCS,Late to verify,,Energy industries (renewable/non-renewable sources),Asia,India,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,[],,Wind
VCS1059,Cobanli 19.03 MW Hydroelectric Power Plant,VCS,Under validation,,Energy industries (renewable/non-renewable sources),Middle East,Turkey,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,"[(12, 'Hydropower')]",Hydropower,Hydropower
VCS1064,Bundle Wind Energy Project in Indian States - EnKing International 2005,VCS,Late to verify,,Energy industries (renewable/non-renewable sources),Asia,India,,,,No,,,,,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,AMS-I.D. Grid connected renewable electricity generation,[],,Wind
VCS1071,Jatropha Agroforestry Senegal,VCS,Registered,,Agriculture Forestry and Other Land Use,Africa,Senegal,,,,No,,,,,AR-ACM0003,AR-ACM0003 Afforestation and reforestation of lands except wetlands,AR-ACM0003 Afforestation and reforestation of lands except wetlands,"[(101, 'Afforestation/Reforestation')]",Afforestation/Reforestation,Afforestation/Reforestation
VCS1072,Cepco Wind Power Project in Rajasthan,VCS,Late to verify,,Energy industries (renewable/non-renewable sources),Asia,India,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,[],,Wind
VCS1073,Vaayu India Wind Power Project in Andhra Pradesh,VCS,Late to verify,,Energy industries (renewable/non-renewable sources),Asia,India,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,[],,Wind
VCS1074,Clean Energy generation from wind energy in the state of Andhra Pradesh.,VCS,Late to verify,,Energy industries (renewable/non-renewable sources),Asia,India,,,,No,,,,,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,AMS-I.D. Grid connected renewable electricity generation,[],,Wind
VCS1075,Kohinoor Wind Power Project in Rajasthan,VCS,Verification approval requested,,Energy industries (renewable/non-renewable sources),Asia,India,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,[],,Wind
VCS1068,Hydroelectric Project El Edén,VCS,Registered,,Energy industries (renewable/non-renewable sources),Latin America,Colombia,,,,No,,,,,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,ACM0002 Grid-connected electricity generation from renewable sources,"[(12, 'Hydropower')]",Hydropower,Hydropower
